,city,population,violent_crime,murder,rape,robbery,assault,property_crime,burglary,larceny,gta,arson
71,Chino,93348,329,3,35,96,195,2224,376,1649,199,5
72,Chino Hills,84577,95,1,10,20,64,891,222,606,63,5
73,Chowchilla,18792,39,0,2,3,34,234,71,109,54,7
74,Chula Vista,275230,904,3,61,265,575,3816,486,2503,827,36
75,Citrus Heights,88496,313,1,46,76,190,2248,372,1607,269,7
76,Claremont,36681,51,0,6,23,22,774,191,552,31,7
77,Clayton,12356,1,0,0,1,0,155,14,137,4,0
78,Clearlake,15400,119,1,19,36,63,460,146,210,104,11
79,Cloverdale,8910,16,0,1,0,15,116,25,87,4,1
80,Clovis,114170,243,0,54,32,157,2276,307,1810,159,6
81,Coachella,46485,126,0,9,43,74,894,135,580,179,5
82,Coalinga,16356,41,0,2,4,35,217,38,159,20,4
83,Colma,1512,28,0,0,20,8,325,36,263,26,2
84,Colton,55059,215,1,9,103,102,1517,317,836,364,8
85,Colusa,5903,6,0,4,1,1,78,28,34,16,0
86,Commerce,12804,138,1,5,49,83,1004,128,624,252,16
87,Compton,96638,1104,18,40,427,619,2346,334,1285,727,44
88,Concord,130615,541,2,67,234,238,4560,434,3512,614,23
89,Corcoran,21353,118,1,8,12,97,272,65,157,50,5
90,Corning,7537,28,0,6,4,18,211,51,127,33,1
91,Corona,170875,291,4,43,103,141,3482,646,2251,585,28
92,Coronado,21115,9,0,1,7,1,324,34,276,14,2
93,Costa Mesa,114047,312,0,52,104,156,3739,450,2934,355,16
94,Cotati,7641,40,1,6,5,28,95,15,68,12,1
95,Covina,47985,171,2,25,43,101,1189,239,779,171,11
96,Crescent City,6716,23,0,2,8,13,311,59,238,14,6
97,Cudahy,23828,89,2,2,29,56,214,39,111,64,3
98,Culver City,39252,182,0,2,102,78,1647,172,1380,95,1
99,Cupertino,60357,55,1,6,14,34,1018,175,803,40,1
100,Cypress,49085,52,1,7,21,23,596,98,424,74,2
101,Daly City,107748,232,0,44,91,97,1868,170,1517,181,12
102,Dana Point,33779,52,0,0,18,34,399,61,311,27,0
103,Danville,44997,23,1,5,7,10,296,36,247,13,1
104,Davis,69767,107,2,21,44,40,2190,274,1816,100,4
105,Delano,53002,205,8,8,33,156,1118,203,603,312,40
106,Del Mar,4369,7,0,1,2,4,67,17,37,13,0
107,Del Rey Oaks,1674,7,0,0,6,1,39,8,30,1,0
108,Desert Hot Springs,29107,255,5,13,59,178,680,301,216,163,4
109,Diamond Bar,56364,72,1,4,25,42,908,282,574,52,2
110,Dinuba,24685,161,1,5,25,130,530,58,405,67,20
111,Dixon,20775,54,0,4,14,36,389,35,284,70,3
112,Dorris,897,4,0,0,0,4,11,8,2,1,0
113,Dos Palos,5594,64,0,0,2,62,169,36,89,44,3
114,Downey,112330,352,4,30,151,167,2473,344,1566,563,4
115,Duarte,21550,55,0,2,10,43,305,48,215,42,1
116,Dublin,66072,107,0,7,43,57,1259,114,1052,93,3
117,Dunsmuir,1564,14,0,4,0,10,18,6,11,1,0
118,East Palo Alto,29686,144,1,22,57,64,533,67,360,106,6
119,Eastvale,66310,83,0,3,23,57,944,151,676,117,0
120,El Cajon,103686,552,3,38,201,310,2046,371,1316,359,15
121,El Centro,44303,143,3,9,41,90,1184,228,861,95,7
122,El Cerrito,25857,152,1,4,91,56,1300,166,1054,80,7
123,Elk Grove,175492,372,0,35,114,223,2599,292,2107,200,10
124,El Monte,115830,304,2,34,126,142,1787,347,1046,394,17
125,El Segundo,16727,82,0,5,30,47,625,164,387,74,1
126,Emeryville,12380,166,0,12,114,40,2623,95,2415,113,3
127,Encinitas,63320,86,2,10,15,59,605,115,422,68,1
128,Escalon,7644,16,0,1,0,15,135,25,102,8,1
129,Escondido,153215,536,4,51,143,338,2373,379,1599,395,8
130,Etna,716,2,0,1,0,1,0,0,0,0,0
131,Eureka,26973,195,3,29,63,100,1350,187,977,186,24
132,Exeter,10557,26,0,5,5,16,265,52,188,25,1
133,Fairfax,7569,9,0,3,0,6,92,13,77,2,0
134,Fairfield,118383,442,5,48,162,227,3782,359,2780,643,23
135,Farmersville,10781,35,0,0,5,30,190,24,138,28,3
136,Ferndale,1363,4,0,0,0,4,24,2,17,5,0
137,Fillmore,15911,20,0,5,3,12,123,24,89,10,4
138,Firebaugh,8433,11,0,2,2,7,103,15,51,37,0
139,Folsom,79927,82,0,12,29,41,1484,278,1127,79,3
140,Fontana,215883,739,6,83,206,444,3094,483,1846,765,9
141,Fort Bragg,7366,32,0,5,7,20,316,38,262,16,1
142,Fort Jones,690,2,0,1,0,1,34,12,21,1,0
143,Fortuna,12317,28,0,2,9,17,317,50,231,36,7
144,Foster City,34624,39,0,10,8,21,425,63,341,21,2
145,Fountain Valley,55858,53,0,5,23,25,1163,163,914,86,7
146,Fowler,6904,29,1,2,5,21,104,42,43,19,0
147,Fremont,240887,400,1,36,159,204,4523,547,3408,568,17
148,Fullerton,140194,373,2,80,108,183,3157,318,2479,360,13
149,Galt,26796,77,0,10,15,52,449,71,340,38,7
150,Gardena,59833,324,3,20,131,170,1202,236,658,308,6
151,Garden Grove,172832,505,6,54,185,260,3909,627,2778,504,17
152,Gilroy,60106,251,5,37,69,140,1479,186,1034,259,23
153,Glendale,202601,231,5,16,93,117,3305,480,2562,263,13
154,Glendora,52211,155,1,21,38,95,1501,187,1241,73,6
155,Goleta,30930,40,0,2,6,32,509,114,355,40,0
156,Gonzales,8408,17,0,1,4,12,73,12,40,21,1
157,Grand Terrace,12651,37,1,4,8,24,237,55,149,33,4
158,Grass Valley,12919,73,3,0,6,64,463,76,326,61,1
159,Greenfield,17809,54,1,9,9,35,165,31,98,36,12
160,Gridley,6618,29,0,15,3,11,205,47,136,22,3
161,Grover Beach,13574,13,0,3,1,9,239,56,151,32,1
162,Guadalupe,7696,15,0,2,3,10,82,32,34,16,2
163,Gustine,5896,21,0,2,4,15,116,32,54,30,3
164,Hanford,57232,257,0,18,40,199,1242,131,900,211,15
165,Hawaiian Gardens,14320,76,0,5,24,47,225,68,101,56,3
166,Hawthorne,87305,636,3,34,190,409,1485,199,930,356,7
167,Hayward,161588,552,5,54,275,218,4886,448,3197,1241,27
168,Healdsburg,12208,17,1,1,3,12,176,17,142,17,0
169,Hemet,86082,343,5,23,121,194,2877,757,1547,573,21
170,Hercules,25789,31,0,5,15,11,341,31,278,32,0
171,Hermosa Beach,19460,51,0,7,9,35,449,97,326,26,4
172,Hesperia,95915,462,8,35,111,308,1664,443,893,328,17
173,Hidden Hills,1903,1,0,1,0,0,18,10,7,1,0
174,Highland,55686,362,7,19,90,246,906,167,511,228,8
175,Hillsborough,11521,5,0,0,1,4,97,46,49,2,0
176,Hollister,40399,114,1,15,27,71,311,61,174,76,5
177,Holtville,6774,14,0,1,2,11,70,13,53,4,4
178,Hughson,7671,5,0,0,0,5,46,8,29,9,0
179,Huntington Beach,201843,386,2,61,99,224,4144,535,3280,329,22
180,Huntington Park,58181,458,3,31,249,175,1595,214,861,520,9
181,Huron,7359,83,0,1,10,72,56,13,25,18,13
182,Imperial,18090,5,0,0,1,4,56,10,36,10,0
183,Imperial Beach,27583,72,0,5,16,51,331,57,195,79,1
184,Indian Wells,5500,13,0,1,2,10,138,44,89,5,0
185,Indio,92803,530,1,45,118,366,1880,304,1218,358,6
186,Industry,201,72,0,1,41,30,1180,156,899,125,7
187,Inglewood,109386,671,2,51,358,260,2321,308,1356,657,8
188,Ione,8454,11,0,1,1,9,46,9,35,2,0
189,Irvine,292673,188,1,52,66,69,3823,574,3086,163,9
190,Irwindale,1469,26,0,1,8,17,240,73,139,28,3
191,Isleton,849,7,1,0,0,6,4,1,2,1,0
192,Jackson,4797,30,0,3,0,27,133,15,107,11,9
193,Jurupa Valley,110111,317,6,7,86,218,2494,406,1346,742,8
194,Kensington,5407,5,0,1,1,3,48,15,25,8,0
195,Kerman,15223,23,0,3,4,16,308,58,214,36,0
196,King City,14170,19,0,3,9,7,148,43,80,25,10
197,Kingsburg,12123,18,0,2,3,13,219,76,107,36,1
198,La Canada Flintridge,20223,15,0,2,6,7,323,114,198,11,0
199,Lafayette,26872,4,0,1,3,0,358,42,286,30,0
200,Laguna Beach,23020,38,1,17,5,15,326,43,261,22,3
201,Laguna Hills,31123,32,0,3,15,14,405,82,288,35,2
202,Laguna Niguel,66671,43,1,9,12,21,607,105,463,39,2
203,Laguna Woods,16043,7,0,0,2,5,124,20,96,8,0
204,La Habra,62416,140,0,20,41,79,1122,188,789,145,0
205,La Habra Heights,5357,4,0,0,1,3,79,29,45,5,1
206,Lake Elsinore,70262,173,3,3,43,124,2005,233,1409,363,4
207,Lake Forest,86691,66,1,7,14,44,684,108,503,73,2
208,Lakeport,4959,34,0,3,7,24,160,29,110,21,0
209,Lake Shastina,2566,3,0,0,0,3,10,2,6,2,0
210,Lakewood,80151,222,0,20,104,98,1846,303,1354,189,3
211,La Mesa,59865,174,1,22,76,75,1000,138,715,147,2
212,La Mirada,48702,86,0,6,28,52,701,145,463,93,3
213,Lancaster,159335,1359,7,114,374,864,3346,792,1916,638,49
214,La Palma,15571,17,0,1,7,9,302,41,242,19,1
215,La Puente,39916,151,3,6,53,89,449,75,248,126,5
216,La Quinta,42044,68,5,5,17,41,1032,158,809,65,1
217,La Verne,32344,51,1,6,13,31,627,133,447,47,2
218,Lawndale,32751,125,1,6,40,78,411,83,228,100,4
219,Lemon Grove,27175,167,2,4,54,107,552,67,365,120,1
220,Lemoore,26728,126,1,17,14,94,372,71,264,37,6
221,Lincoln,48625,32,0,4,4,24,468,78,351,39,2
222,Lindsay,13708,69,0,5,13,51,250,48,119,83,8
223,Livermore,91418,193,2,30,39,122,1554,139,1279,136,4
224,Livingston,14607,40,0,1,11,28,315,85,164,66,0
225,Lodi,67612,237,3,16,88,130,1658,358,1016,284,15
226,Loma Linda,24512,77,0,7,17,53,559,125,336,98,5
227,Lomita,20553,67,0,4,26,37,254,53,161,40,2
228,Lompoc,42818,291,7,29,32,223,1057,238,583,236,18
229,Long Beach,467974,2369,34,249,958,1128,11297,2185,6754,2358,153
230,Los Alamitos,11541,6,0,1,3,2,130,41,73,16,1
231,Los Altos,30716,21,0,3,4,14,310,107,181,22,3
232,Los Altos Hills,8622,3,0,1,0,2,67,29,38,0,0
233,Los Angeles,4015546,29400,258,2274,9652,17216,95704,13809,66253,15642,1672
234,Los Banos,40607,143,2,12,36,93,886,231,506,149,5
235,Los Gatos,30793,14,0,2,6,6,419,57,332,30,0
236,Lynwood,70619,454,1,21,218,214,1419,189,723,507,14
237,Madera,66250,334,2,32,77,223,1301,235,824,242,10
238,Malibu,12794,44,1,5,16,22,416,86,311,19,3
239,Mammoth Lakes,8114,42,0,15,1,26,131,17,105,9,2
240,Manhattan Beach,35583,55,0,5,33,17,851,160,648,43,1
241,Manteca,83523,199,3,27,66,103,1848,239,1327,282,18
242,Marina,22911,43,0,6,10,27,361,67,242,52,1
243,Martinez,38692,83,0,17,26,40,570,99,386,85,11
244,Marysville,12572,116,2,20,23,71,541,81,324,136,9
245,Maywood,27286,90,2,7,23,58,296,60,143,93,3
246,McFarland,15529,67,3,14,9,41,163,52,53,58,21
247,Mendota,11433,83,1,4,4,74,155,45,50,60,1
248,Menifee,94595,145,2,4,47,92,1892,269,1273,350,0
249,Menlo Park,34871,50,0,16,13,21,774,110,633,31,0
250,Merced,83854,540,5,34,103,398,2342,396,1439,507,70
251,Mill Valley,14343,20,0,1,9,10,223,36,177,10,1
252,Milpitas,82344,102,2,15,48,37,2193,201,1791,201,2
253,Mission Viejo,95453,65,1,8,22,34,866,121,689,56,5
254,Modesto,216542,1758,13,94,399,1252,7183,1149,4849,1185,95
255,Monrovia,36730,43,1,9,16,17,845,87,686,72,10
256,Montague,1399,8,0,1,0,7,32,15,13,4,0
257,Montclair,39787,234,2,35,70,127,1469,355,868,246,24
258,Montebello,62650,178,0,11,90,77,1448,480,580,388,81
259,Monterey,28337,78,0,11,23,44,975,127,774,74,4
260,Monterey Park,60424,126,0,7,59,60,1355,267,929,159,0
261,Monte Sereno,3507,0,0,0,0,0,12,2,9,1,0
262,Moorpark,36826,26,0,7,7,12,228,34,183,11,0
263,Moraga,17908,23,0,1,3,19,124,36,79,9,3
264,Moreno Valley,210979,847,15,19,290,523,5534,966,3489,1079,9
265,Morgan Hill,46118,52,2,3,14,33,703,102,507,94,0
266,Morro Bay,10624,21,0,1,3,17,127,15,102,10,0
267,Mountain View,84599,165,0,20,49,96,2463,321,2030,112,6
268,Mount Shasta,3274,12,1,0,2,9,35,5,24,6,0
269,Murrieta,116413,77,3,19,26,29,1512,206,1080,226,4
270,Napa,79526,280,1,66,55,158,1232,248,847,137,46
271,National City,61791,364,0,26,130,208,1123,114,735,274,5
272,Needles,5001,71,1,4,6,60,174,66,97,11,10
273,Nevada City,3150,15,0,4,1,10,89,26,49,14,1
274,Newark,48945,85,0,13,40,32,1399,187,1090,122,6
275,Newman,11844,16,0,2,3,11,113,25,68,20,1
276,Newport Beach,85325,135,5,29,32,69,1764,273,1344,147,7
277,Norco,26557,49,0,3,14,32,669,136,434,99,0
278,Norwalk,105067,432,5,21,138,268,1571,343,922,306,18
279,Novato,56134,148,0,6,26,116,890,102,711,77,3
280,Oakdale,23808,40,1,5,9,25,531,99,342,90,0
281,Oakland,434036,5520,78,372,2859,2211,27868,2599,20228,5041,207
282,Oakley,43014,51,0,7,17,27,497,74,336,87,3
283,Oceanside,177129,712,4,97,163,448,3736,426,2858,452,23
284,Ojai,7499,8,0,5,0,3,74,15,56,3,1
285,Ontario,183322,659,10,85,223,341,4290,710,2652,928,31
286,Orange,139830,180,3,18,76,83,2184,387,1546,251,7
287,Orange Cove,9635,18,0,0,2,16,61,12,38,11,0
288,Orinda,20071,17,5,2,7,3,195,52,125,18,0
289,Orland,7679,33,0,4,8,21,134,23,86,25,0
290,Oroville,19268,122,2,24,30,66,822,176,435,211,19
291,Oxnard,211349,724,13,62,275,374,4242,670,2987,585,48
292,Pacifica,38938,79,1,22,14,42,533,81,408,44,2
293,Pacific Grove,15605,14,0,1,1,12,169,27,136,6,0
294,Palmdale,157138,658,8,55,194,401,2230,447,1384,399,17
295,Palm Desert,53776,136,3,7,24,102,1848,338,1382,128,6
296,Palm Springs,48846,267,7,38,66,156,1966,502,1210,254,4
297,Palo Alto,66938,86,1,10,46,29,1983,179,1722,82,8
298,Palos Verdes Estates,13400,4,0,0,1,3,88,36,49,3,0
299,Paradise,26879,22,0,5,1,16,202,83,51,68,1
300,Paramount,54422,347,4,16,151,176,1246,187,775,284,6
301,Parlier,15384,62,0,2,9,51,179,24,106,49,7
302,Pasadena,141913,613,4,46,147,416,2866,570,2036,260,34
303,Paso Robles,32528,53,0,9,13,31,646,78,523,45,3
304,Patterson,22584,46,0,6,14,26,434,81,249,104,3
305,Perris,80500,262,4,6,97,155,2071,268,1248,555,5
306,Petaluma,62425,190,3,22,28,137,789,109,626,54,9
307,Pico Rivera,62880,234,3,16,67,148,1052,198,581,273,11
308,Piedmont,11307,14,0,3,5,6,227,46,162,19,1
309,Pinole,19439,59,0,2,17,40,866,77,726,63,0
310,Pismo Beach,8285,29,0,0,6,23,341,89,236,16,1
311,Pittsburg,73637,446,7,41,157,241,1660,256,983,421,19
312,Placentia,51756,192,0,13,28,151,889,275,511,103,0
313,Placerville,11123,39,0,2,6,31,281,67,164,50,0
314,Pleasant Hill,35125,88,0,11,41,36,1484,112,1276,96,6
315,Pleasanton,84017,112,0,12,56,44,1632,149,1386,97,4
316,Pomona,152776,940,12,101,342,485,4208,816,2529,863,15
317,Porterville,60209,192,2,7,47,136,1297,213,835,249,3
318,Port Hueneme,22232,43,0,5,14,24,415,63,305,47,3
319,Poway,49928,51,2,2,12,35,490,91,354,45,1
320,Rancho Cordova,75869,225,5,12,56,152,1422,233,1004,185,4
321,Rancho Cucamonga,179247,500,4,39,108,349,3456,590,2560,306,13
322,Rancho Mirage,18481,45,0,1,7,37,628,120,459,49,0
323,Rancho Palos Verdes,41961,29,2,3,2,22,313,102,199,12,1
324,Rancho Santa Margarita,48377,30,0,4,12,14,296,34,250,12,0
325,Red Bluff,14308,133,1,26,14,92,787,205,467,115,21
326,Redlands,71941,257,1,40,70,146,2108,330,1534,244,20
327,Redondo Beach,67473,160,1,5,53,101,1370,260,992,118,1
328,Redwood City,87427,189,0,32,70,87,1343,165,1014,164,13
329,Reedley,25740,117,1,7,12,97,235,69,117,49,5
330,Rialto,103965,595,8,65,185,337,3149,403,2179,567,16
331,Richmond,110988,1034,16,36,307,675,4188,469,2480,1239,36
332,Ridgecrest,29101,142,3,31,7,101,401,119,243,39,4
333,Rio Dell,3392,11,1,1,1,8,61,21,36,4,1
334,Rio Vista,9502,11,0,2,3,6,140,31,87,22,0
335,Ripon,16103,13,0,6,4,3,248,23,206,19,0
336,Riverbank,25045,24,1,3,7,13,375,49,273,53,3
337,Riverside,333260,1686,17,139,476,1054,9790,1302,6997,1491,75
338,Rocklin,68554,67,0,22,13,32,983,168,738,77,6
339,Rohnert Park,44131,267,0,28,28,211,786,93,615,78,8
340,Rolling Hills,1868,1,0,0,0,1,8,6,2,0,0
341,Rolling Hills Estates,8151,10,0,0,3,7,126,35,82,9,1
342,Rosemead,54489,175,1,11,74,89,942,196,552,194,8
343,Roseville,141744,259,4,32,96,127,3154,389,2518,247,19
344,Ross,2470,2,0,0,0,2,25,5,19,1,0
345,Sacramento,513934,3223,34,127,1039,2023,16354,2993,10644,2717,179
346,Salinas,156943,782,8,66,241,467,3532,742,1709,1081,26
347,San Bernardino,216715,2858,46,140,906,1766,9081,2029,4974,2078,75
348,San Bruno,43297,138,0,17,34,87,1139,116,948,75,5
349,San Clemente,65018,87,1,3,29,54,918,160,700,58,4
350,Sand City,407,9,0,0,2,7,77,4,70,3,0
351,San Diego,1441737,5215,50,561,1346,3258,27141,3543,18426,5172,122
352,San Dimas,34059,78,0,15,15,48,833,113,659,61,1
353,San Fernando,24621,80,1,4,25,50,243,52,112,79,2
354,San Francisco,886007,5933,40,324,3055,2514,48780,4644,39887,4249,275
355,San Gabriel,40422,98,0,2,58,38,715,202,468,45,3
356,Sanger,25443,156,0,9,15,132,304,59,178,67,0
357,San Jacinto,49452,108,2,1,68,37,1637,334,1018,285,5
358,San Jose,1040008,4559,32,671,1339,2517,25164,4114,14924,6126,135
359,San Juan Capistrano,36209,63,2,4,20,37,297,69,201,27,2
360,San Leandro,90297,454,0,18,283,153,4105,375,2941,789,16
361,San Luis Obispo,47735,192,0,44,34,114,1738,277,1387,74,25
362,San Marcos,98598,193,0,17,46,130,955,163,649,143,3
363,San Marino,13196,14,0,1,3,10,208,77,126,5,0
364,San Mateo,106020,266,2,45,68,151,2217,516,1523,178,9
365,San Pablo,31336,194,2,7,102,83,1009,101,589,319,11
366,San Rafael,58819,230,0,23,87,120,1686,299,1173,214,13
367,San Ramon,76387,58,0,4,21,33,1099,179,869,51,3
368,Santa Ana,333664,1453,13,207,472,761,6808,854,4611,1343,49
369,Santa Barbara,91717,400,2,72,82,244,2118,254,1686,178,15
370,Santa Clara,131173,214,0,35,73,106,4748,363,4013,372,18
371,Santa Clarita,218103,277,2,49,89,137,2059,392,1448,219,17
372,Santa Cruz,65263,389,0,29,88,272,2932,348,2363,221,34
373,Santa Fe Springs,18041,105,2,10,42,51,1035,205,654,176,6
374,Santa Monica,91621,664,3,40,247,374,3964,577,3143,244,19
375,Santa Paula,30098,91,2,6,21,62,404,103,272,29,3
376,Santa Rosa,177884,857,3,146,126,582,2874,486,2077,311,28
377,Santee,58701,98,0,8,29,61,806,74,659,73,7
378,Saratoga,30666,16,0,4,2,10,240,104,122,14,5
379,Sausalito,7118,7,0,0,1,6,258,21,224,13,0
380,Scotts Valley,11875,13,0,2,1,10,141,31,102,8,2
381,Seal Beach,24120,19,0,1,10,8,551,62,458,31,0
382,Seaside,34036,78,3,11,12,52,439,44,329,66,5
383,Sebastopol,7815,21,0,3,7,11,177,51,110,16,2
384,Selma,24983,85,3,6,25,51,605,204,280,121,0
385,Shafter,20456,53,0,3,9,41,513,127,298,88,8
386,Sierra Madre,10917,15,0,1,0,14,79,29,46,4,0
387,Signal Hill,11624,95,0,1,27,67,678,110,491,77,3
388,Simi Valley,126025,146,1,15,35,95,1188,208,889,91,7
389,Solana Beach,13440,13,0,3,4,6,173,39,115,19,0
390,Soledad,26015,53,0,4,14,35,136,24,83,29,5
391,Solvang,5962,10,0,0,2,8,68,18,46,4,0
392,Sonoma,11323,38,0,6,1,31,122,21,95,6,1
393,Sonora,4867,26,0,6,6,14,269,69,180,20,4
394,South El Monte,20852,102,1,11,32,58,500,132,254,114,3
395,South Gate,94445,622,4,21,179,418,2754,351,1663,740,26
396,South Lake Tahoe,22116,111,2,10,20,79,449,79,335,35,0
397,South Pasadena,25612,29,0,2,11,16,566,94,434,38,0
398,South San Francisco,68251,166,2,19,64,81,1484,230,1074,180,7
399,Stallion Springs,2648,7,1,1,0,5,19,5,13,1,0
400,Stanton,38276,95,3,10,31,51,526,83,344,99,7
401,St. Helena,6195,12,0,1,1,10,67,21,43,3,0
402,Stockton,313604,4380,34,181,1158,3007,12367,2209,8480,1678,128
403,Suisun City,29922,114,0,11,35,68,664,69,479,116,11
404,Sunnyvale,154859,259,0,37,84,138,3380,458,2598,324,32
405,Susanville,14878,196,0,7,10,179,207,45,157,5,0
406,Sutter Creek,2624,3,0,1,0,2,44,8,30,6,2
407,Taft,9413,67,0,6,4,57,244,70,149,25,0
408,Tehachapi,12211,60,2,8,7,43,327,70,231,26,0
409,Temecula,116630,166,1,8,72,85,2626,318,2018,290,5
410,Temple City,36192,64,1,7,23,33,331,122,175,34,1
411,Thousand Oaks,127811,88,0,27,23,38,1392,244,1084,64,2
412,Tiburon,9135,0,0,0,0,0,82,13,67,2,0
413,Torrance,145183,280,3,26,114,137,2853,399,2161,293,12
414,Tracy,92895,166,5,35,62,64,1843,156,1411,276,14
415,Truckee,16611,31,0,3,4,24,114,36,66,12,1
416,Tulare,65134,261,4,27,69,161,1469,225,951,293,11
417,Tulelake,985,3,0,1,0,2,4,1,3,0,0
418,Turlock,74120,426,1,29,138,258,2323,402,1483,438,34
419,Tustin,80356,141,1,16,61,63,2118,241,1694,183,6
420,Twentynine Palms,26588,117,0,10,15,92,265,96,134,35,4
421,Ukiah,16197,110,1,9,24,76,298,117,147,34,23
422,Union City,75202,277,2,8,79,188,1718,192,1300,226,9
423,Upland,77398,298,3,20,107,168,1821,368,1206,247,11
424,Vacaville,101147,331,3,47,80,201,2442,162,2120,160,8
425,Vallejo,122657,1037,12,138,336,551,4941,2888,1148,905,52
426,Ventura,111596,458,3,56,106,293,2969,353,2362,254,7
427,Vernon,112,27,0,1,12,14,485,133,272,80,5
428,Victorville,123089,988,5,45,255,683,2271,590,1061,620,21
429,Villa Park,5840,4,0,0,0,4,44,9,35,0,0
430,Visalia,134961,586,4,111,159,312,3900,747,2627,526,20
431,Vista,102227,354,2,38,93,221,1438,251,945,242,6
432,Walnut,30108,38,0,4,14,20,386,152,207,27,0
433,Walnut Creek,70546,120,0,6,40,74,2496,307,2034,155,4
434,Waterford,9021,13,0,1,5,7,143,17,76,50,0
435,Watsonville,54261,328,1,37,53,237,971,148,589,234,8
